CVE,DESCRIP
I300,Pericarditis idiopática aguda inespecífica
I301,Pericarditis infecciosa
I309,"Pericarditis aguda, no especificada"
I310,Pericarditis crónica adhesiva
I311,Pericarditis constrictiva crónica
I312,"Hemopericardio, no clasificado en otra parte"
I313,Derrame pericárdico (no inflamatorio)
I319,"Enfermedad del pericardio, no especificada"
I330,Endocarditis infecciosa aguda y subaguda
I339,"Endocarditis aguda, no especificada"
I340,Insuficiencia (de la válvula) mitral
I341,Prolapso (de la válvula) mitral
I342,"Estenosis (de la válvula) mitral, no reumática"
I348,Otros trastornos no reumáticos de la válvula mitral
I349,"Trastorno mitral no reumático, no especificado"
I350,Estenosis (de la válvula) aórtica
I351,Insuficiencia (de la válvula) aórtica
I352,Estenosis (de la válvula) aórtica con insuficiencia
I358,Otros trastornos de la válvula aórtica
I359,"Trastorno de la válvula aórtica, no especificado"
I361,Insuficiencia no reumática (de la válvula) tricúspide
I369,"Trastorno no reumático de la válvula tricúspide, no especificado"
I370,Estenosis de la válvula pulmonar
I371,Insuficiencia de la válvula pulmonar
I372,Estenosis de la válvula pulmonar con insuficiencia
I38X,"Endocarditis, válvula no especificada"
I400,Miocarditis infecciosa
I409,"Miocarditis aguda, no especificada"
I420,Cardiomiopatía dilatada
I421,Cardiomiopatía hipertrófica obstructiva
I422,Otras cardiomiopatías hipertróficas
I424,Fibroelastosis endocárdica
I425,Otras cardiomiopatías restrictivas
I426,Cardiomiopatía alcohólica
I427,Cardiomiopatía debida a drogas y otros agentes externos
I428,Otras cardiomiopatías
I429,"Cardiomiopatía, no especificada"
I440,Bloqueo auriculoventricular de primer grado
I441,Bloqueo auriculoventricular de segundo grado
I442,Bloqueo auriculoventricular completo
I443,Otros tipos de bloqueo auriculoventricular y los no especificados
I447,"Bloqueo de rama izquierda del haz, sin otra especificación"
I451,Otros tipos de bloqueo de rama derecha del haz y los no especificados
I452,Bloqueo bifascicular
I453,Bloqueo trifascicular
I454,Bloqueo intraventricular no especificado
I455,Otros tipos especificados de bloqueo del corazón
I456,Síndrome de preexcitación
I458,Otros trastornos especificados de la conducción
I459,"Trastorno de la conducción, no especificado"
I470,Arritmia por reentrada ventricular
I471,Taquicardia supraventricular
I472,Taquicardia ventricular
I479,"Taquicardia paroxística, no especificada"
I480,Fibrilación auricular paroxística
I481,Fibrilación auricular persistente
I482,Fibrilación auricular crónica
I484,Aleteo auricular atípico
I489,"Fibrilación y aleteo auricular, no especificado"
I490,Fibrilación y aleteo ventricular
I493,Despolarización ventricular prematura
I494,Otros tipos de despolarización prematura y los no especificados
I495,Síndrome del seno enfermo
I498,Otras arritmias cardiacas especificadas
I499,"Arritmia cardíaca, no especificada"
I500,Insuficiencia cardíaca congestiva
I501,Insuficiencia ventricular izquierda
I509,"Insuficiencia cardíaca, no especificada"
I510,"Defecto del tabique cardíaco, adquirido"
I513,"Trombosis intracardíaca, no clasificada en otra parte"
I514,"Miocarditis, no especificada"
I515,Degeneración miocárdica
I516,"Enfermedad cardiovascular, no especificada"
I517,Cardiomegalia
I518,Otras enfermedades cardiacas mal definidas
I519,"Enfermedad cardíaca, no especificada"
I600,Hemorragia subaracnoidea de sifón y bifurcación carotídea
I601,Hemorragia subaracnoidea de arteria cerebral media
I602,Hemorragia subaracnoidea de arteria comunicante anterior
I603,Hemorragia subaracnoidea de arteria comunicante posterior
I604,Hemorragia subaracnoidea de arteria basilar
I605,Hemorragia subaracnoidea de arteria vertebral
I606,Hemorragia subaracnoidea de otras arterias intracraneales
I607,Hemorragia subaracnoidea de arteria intracraneal no especificada
I608,Otras hemorragias subaracnoideas
I609,"Hemorragia subaracnoidea, no especificada"
I610,"Hemorragia intracerebral en hemisferio, subcortical"
I611,"Hemorragia intracerebral en hemisferio, cortical"
I612,"Hemorragia intracerebral en hemisferio, no especificada"
I613,Hemorragia intraencefálica en tallo cerebral
I614,Hemorragia intraencefálica en cerebelo
I615,"Hemorragia intraencefálica, intraventricular"
I616,Hemorragia intraencefálica de localizaciones múltiples
I618,Otras hemorragias intraencefálicas
I619,"Hemorragia intraencefálica, no especificada"
I620,Hemorragia subdural no traumática
I621,Hemorragia extradural no traumática
I629,"Hemorragia intracraneal (no traumática), no especificada"
I630,Infarto cerebral debido a trombosis de arterias precerebrales
I631,Infarto cerebral debido a embolia de arterias precerebrales
I632,Infarto cerebral debido a oclusión o estenosis no especificada de arterias precerebrales
I633,Infarto cerebral debido a trombosis de arterias cerebrales
I634,Infarto cerebral debido a embolia de arterias cerebrales
I635,Infarto cerebral debido a oclusión o estenosis no especificada de arterias cerebrales
I636,"Infarto cerebral debido a trombosis de venas cerebrales, no piógeno"
I638,Otros Infartos cerebrales
I639,"Infarto cerebral, no especificado"
I64X,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico"
I671,"Aneurisma cerebral, sin ruptura"
I672,Aterosclerosis cerebral
I673,Leucoencefalopatía vascular progresiva
I674,Encefalopatía hipertensiva
I675,Enfermedad de Moyamoya
I676,Trombosis apiógena del sistema venoso intracraneal
I677,"Arteritis cerebral, no clasificada en otra parte"
I678,Otras enfermedades cerebrovasculares especificadas
I679,"Enfermedad cerebrovascular, no especificada"
I690,Secuelas de hemorragia subaracnoidea
I691,Secuelas de hemorragia intraencefálica
I692,Secuelas de otras hemorragias intracraneales no traumáticas
I693,Secuelas de infarto cerebral
I694,"Secuelas de accidente vascular encefálico, no especificado como hemorrágico o isquémico"
I698,Secuelas de otras enfermedades cerebrovasculares y de las no especificadas
I700,Aterosclerosis de la aorta
I701,Aterosclerosis de la arteria renal
I702,Aterosclerosis de las arterias de los miembros
I709,Aterosclerosis generalizada y la no especificada
I710,Disección de aorta (cualquier parte)
I711,Ruptura de aneurisma de la aorta torácica
I712,"Aneurisma de la aorta torácica, sin mención de ruptura"
I713,Ruptura de aneurisma de la aorta abdominal
I714,"Aneurisma de la aorta abdominal, sin mención de ruptura"
I715,Ruptura de aneurisma de la aorta toracoabdominal
I716,"Aneurisma de la aorta toracoabdominal, sin mención de ruptura"
I718,"Ruptura de aneurisma aórtico, sitio no especificado"
I719,"Aneurisma de la aorta, sitio no especificado, sin mención de ruptura"
I720,Aneurisma y disección de la arteria carótida
I722,Aneurisma y disección de arteria renal
I723,Aneurisma y disección de arteria ilíaca
I724,Aneurisma y disección de arteria del miembro inferior
I725,Aneurisma y disección de otras arterias precerebrales
I726,Aneurisma y disección de arteria vertebral
I728,Aneurisma y disección de otras arterias especificadas
I729,Aneurisma y disección de sitio no especificado
I730,Síndrome de Raynaud
I731,Tromboangeítis obliterante [Buerger]
I738,Otras enfermedades vasculares periféricas especificadas
I739,"Enfermedad vascular periférica, no especificada"
I740,Embolia y trombosis de la aorta abdominal
I741,Embolia y trombosis de otras porciones y las no especificadas de la aorta
I742,Embolia y trombosis de arterias de los miembros superiores
I743,Embolia y trombosis de arterias de los miembros inferiores
I744,"Embolia y trombosis de arterias de los miembros, no especificadas"
I745,Embolia y trombosis de arteria ilíaca
I748,Embolia y trombosis de otras arterias
I749,Embolia y trombosis de arteria no especificada
I770,"Fístula arteriovenosa, adquirida"
I771,Estrechez arterial
I772,Ruptura arterial
I775,Necrosis arterial
I776,"Arteritis, no especificada"
I778,Otros trastornos especificados de arterias y arteriolas
I779,"Trastorno de arterias y arteriolas, no especificado"
I780,Telangiectasia hemorrágica hereditaria
I788,Otras enfermedades de los capilares
I789,"Enfermedad de los vasos capilares, no especificada"
I801,Flebitis y tromboflebitis de la vena femoral
I802,Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores
I803,"Flebitis y tromboflebitis de los miembros inferiores, no especificada"
I808,Flebitis y tromboflebitis de otros sitios
I809,Flebitis y tromboflebitis de sitio no especificado
I81X,Trombosis de la vena porta
I820,Síndrome de Budd-Chiari
I822,Embolia y trombosis de vena cava
I823,Embolia y trombosis de vena renal
I828,Embolia y trombosis de otras venas especificadas
I829,Embolia y trombosis de vena no especificada
I830,Venas varicosas de los miembros inferiores con úlcera
I831,Venas varicosas de los miembros inferiores con inflamación
I832,Venas varicosas de los miembros inferiores con úlcera e inflamación
I839,Venas varicosas de los miembros inferiores sin úlcera ni inflamación
I850,Várices esofágicas con hemorragia
I859,Várices esofágicas sin hemorragia
I862,Várices pélvicas
I864,Várices gástricas
I868,Várices en otros sitios especificados
I871,Compresión de vena
I872,Insuficiencia venosa (crónica) (periférica)
I878,Otros trastornos venosos especificados
I879,"Trastorno venoso, no especificado"
I880,Linfadenitis mesentérica inespecífica
I888,Otras linfadenitis inespecíficas
I889,Linfadenitis inespecífica no especificada
I890,"Linfedema, no clasificado en otra parte"
I891,Linfangitis
I898,Otros trastornos especificados no infecciosos de los vasos y ganglios linfáticos
I899,"Trastorno no infeccioso de vasos y ganglios linfáticos, no especificado"
I950,Hipotensión idiopática
I951,Hipotensión ortostática
I958,Otros tipos de hipotensión
I959,"Hipotensión, no especificada"
I99X,Otros trastornos y los no especificados del sistema circulatorio
J00X,Rinofaringitis aguda [resfriado común]
J010,Sinusitis maxilar aguda
J012,Sinusitis etmoidal aguda
J019,"Sinusitis aguda, no especificada"
J028,Faringitis aguda debida a otros microorganismos especificados
J029,"Faringitis aguda, no especificada"
J039,"Amigdalitis aguda, no especificada"
J040,Laringitis aguda
J041,Traqueítis aguda
J042,Laringotraqueítis aguda
J051,Epiglotitis aguda
J068,Otras infecciones agudas de sitios múltiples de las vías respiratorias superiores
J069,"Infección aguda de las vías respiratorias superiores, no especificada"
J09X,Influenza debida a virus de la influenza zoonótico o pandémico identificado
J100,"Influenza con neumonía, debida a virus de la influenza estacional identificado"
J101,"Influenza con otras manifestaciones respiratorias, debida a virus de la influenza estacional identificado"
J108,"Influenza con otras manifestaciones, debida a virus de la influenza estacional identificado"
J110,"Influenza con neumonía, virus no identificado"
J111,"Influenza con otras manifestaciones respiratorias, virus no identificado"
J118,"Influenza con otras manifestaciones, virus no identificado"
J120,Neumonía debida a adenovirus
J121,Neumonía debida a virus sincitial respiratorio
J122,Neumonía debida a virus parainfluenza
J123,Neumonía debida a  metaneumovirus humano
J128,Neumonía debida a otros virus
J129,"Neumonía viral, no especificada"
J13X,Neumonía debida a Streptococcus pneumoniae
J14X,Neumonía debida a Haemophilus influenzae
J150,Neumonía debida a Klebsiella pneumoniae
J151,Neumonía debida a Pseudomonas
J152,Neumonía debida a estafilococos
J154,Neumonía debida a otros estreptococos
J155,Neumonía debida a Escherichia coli
J156,Neumonía debida a otras bacterias gramnegativas
J157,Neumonía debida a Mycoplasma pneumoniae
J158,Otras neumonías bacterianas
J159,"Neumonía bacteriana, no especificada"
J168,Neumonía debida a otros microorganismos infecciosos especificados
J180,"Bronconeumonía, no especificada"
J181,"Neumonía lobar, no especificada"
J182,"Neumonía hipostática, no especificada"
J188,"Otras neumonías, de microorganismo no especificado"
J189,"Neumonía, no especificada"
J205,Bronquitis aguda debida a virus sincitial respiratorio
J209,"Bronquitis aguda, no especificada"
J210,Bronquiolitis aguda debida a virus sincitial respiratorio
J219,"Bronquiolitis aguda, no especificada"
J22X,Infección aguda no especificada de las vías respiratorias inferiores
J310,Rinitis crónica
J312,Faringitis crónica
J320,Sinusitis maxilar crónica
J321,Sinusitis frontal crónica
J324,Pansinusitis crónica
J329,"Sinusitis crónica, no especificada"
J340,"Absceso, furúnculo y carbunco de la nariz"
J342,Desviación del tabique nasal
J348,Otros trastornos especificados de la nariz y de los senos paranasales
J352,Hipertrofia de las adenoides
J358,Otras enfermedades crónicas de las amígdalas y de las adenoides
J36X,Absceso periamigdalino
J380,Parálisis de las cuerdas vocales y de la laringe
